Crop,N,P,K,Temperature,Rainfall,Yield_Tons_Acre
Pineapple,56.974772610674165,45.39855727419861,99.76400539299465,23.97367161934464,126.3246613652189,17.85303048965497
Pineapple,58.156200553939385,37.314209712303146,102.32059729017888,26.137369355374386,144.20529630624674,18.8129161870966
Pineapple,54.759814910649226,47.26762236174798,104.59872979046068,25.700208011252546,126.5961852941646,21.534007573428095
Pineapple,56.09633475249002,36.309187619254736,108.86779441778921,25.6299243363233,146.96627941430623,24.090799542369464
Pineapple,41.68340846620131,37.1900091968049,109.849094306602,27.584447716576975,135.48077033472174,23.083802088231852
Pineapple,48.920913101232635,38.38622626897371,102.36039362349604,26.804261257108834,175.3264197625727,20.952692228487063
Pineapple,59.33980969023459,39.56542529630984,94.52038756578882,26.020495494857965,138.71864405653096,18.548629946725367
Pineapple,44.8632640394741,44.59227617775985,106.30825067522339,22.012641797189758,176.2074424709195,22.563075158201624
Pineapple,59.894190822681395,39.29324457701219,92.86775457731065,27.43858877425253,156.7834514863623,16.586642548021697
Pineapple,46.74040047592352,35.02490913510874,108.38680858263194,24.462668760973138,120.36354262956014,22.512311613094543
Pineapple,46.81013543692585,49.147610169396444,109.96948354129435,24.69816779834882,169.54435191606382,22.37584376088381
Pineapple,43.64905879043508,30.330040667940246,103.70547348573545,27.01398004077428,150.02876256688256,19.836219664204013
Pineapple,49.695013282846546,40.02688307790838,100.63143653638106,26.95387630039853,161.53239709096084,20.61091346296828
Pineapple,41.07172992274517,31.152325668571578,103.3412227826548,24.40881095245159,135.01628343572804,23.04948222832719
Pineapple,49.60119073940986,33.61776419715553,90.7689142910462,23.081878298496754,121.72625495504438,18.630703527667396
Pineapple,56.07433275905036,44.06885375256809,93.45076513100081,24.464697937790778,155.13579705175846,20.746218952004405
Pineapple,50.8928843354301,39.23554325627341,101.72200917886063,27.92183990260735,152.37917915646034,21.709593950009072
Pineapple,56.110476586665065,35.398964602409535,94.59904842947434,27.606702382296266,178.66513860971847,17.033415975162896
Pineapple,42.26553280453298,30.526418293460097,109.86509782391288,24.589173132782353,125.63435382830072,18.308740182819147
Pineapple,54.387931047295325,36.52693251061592,102.76970569246669,26.560981208518765,156.46637081928654,16.481526973817523
Pineapple,53.536833778811655,46.27468042144701,90.42694985364099,25.07115921428199,163.56609888567925,19.08222819045329
Pineapple,42.86189971450984,41.78296588130206,92.69877034564125,22.721547614889914,152.91782900424067,19.395596821609857
Pineapple,46.563919701357754,46.751578252713486,99.86619514072049,27.363050519921167,125.62983296399851,19.997011428339224
Pineapple,59.90218068119578,35.90675159633124,91.74152202659764,27.877493528241306,160.6566810047391,23.431095714371633
Pineapple,51.02232303988366,35.2865845289547,109.88575655467697,25.548579002679467,130.69422085649535,21.362322866541657
Pineapple,52.96243992031222,30.76888997867298,104.14567915105782,25.450196139514368,169.63724873663668,23.27245412428178
Pineapple,43.41524769083253,44.49857389362885,90.24504985094374,26.586435876640817,163.29682984089544,21.549593500800626
Pineapple,47.82660413603434,35.37479760988608,94.79461905273351,22.735957223991278,153.21486463525736,21.181533584169205
Pineapple,59.1486711846723,33.38176749677786,92.00043217442061,24.92591521148246,177.84804968383315,19.22692668166737
Pineapple,53.491806234121,44.70125943958688,107.23402829896867,26.56938810328196,161.56214106088706,17.278220616530252
Pineapple,52.39187273049777,35.14097973538611,97.85983086408174,24.499867223870485,171.02340210690647,19.78889092072646
Pineapple,44.10516020883418,33.12446973461823,95.02267756568392,26.42866626432829,142.60844399971745,23.420974148610046
Pineapple,43.36879589238768,36.454676275723926,101.71698123155711,22.702658613072302,134.5664147317,18.04998760849195
Pineapple,40.99476382738523,41.24811383047712,90.83771525226878,26.297340367426056,177.9180251038935,23.696932553007674
Pineapple,47.388064644829555,32.05007717435596,103.5034687806601,24.251475554473817,134.06113276285967,21.435343796137776
Pineapple,41.734142553925466,34.96191283786515,91.16392443258269,22.609706243142966,169.76753210382287,17.101873706111064
Pineapple,59.411407704452145,46.53903627658259,98.46029208803819,25.167687072909864,148.08615329269253,19.49541298367724
Pineapple,43.093497202254426,39.918889819948994,93.02950720549791,26.162776201786002,160.02985729278237,21.677906091001308
Pineapple,50.963469846642305,31.627417785624118,109.34085095020637,27.996626718885214,151.12661392644057,22.367816934346354
Pineapple,41.72163998017764,45.508798404487436,100.34036596734612,22.283591060874514,177.3172813792671,22.37971107561691
Pineapple,59.5203477453836,31.486571289700386,101.1085008320176,24.67930928968292,126.64948421129296,19.607855182466807
Pineapple,45.722710175218396,30.320639995229463,107.28134296789366,26.942125810943296,142.53522286415475,18.715208611186423
Pineapple,45.93923864975288,30.430995228427,109.61548431653975,23.69980883669645,174.21594706033358,16.243117599621254
Pineapple,45.31265564405015,48.75868223680216,96.02338571962528,25.551662027188918,165.52084263945378,21.948030868344162
Pineapple,52.76070735450791,34.51737956411356,101.34925163832554,26.960103025740526,153.2225515628209,20.222401697090625
Pineapple,46.4527559592286,33.977328473951275,96.88718548901645,23.107097293253155,146.87830302494402,22.476429318884144
Pineapple,41.48713613555509,45.811265514550776,99.59063863349748,26.136547646377146,143.56229121349486,23.003151349547082
Pineapple,52.94871637079065,37.23884049217144,103.31128867730004,22.63182979735145,163.92104549980417,21.963503184904692
Pineapple,54.404696240064254,34.292384540207536,105.0592155969428,23.826512578143152,145.47564978022663,22.816345816656103
Pineapple,47.82121886353491,42.0989463584107,101.08251386540111,26.07570508061018,145.11846638536923,18.707334948500584
Pineapple,50.26164151080888,37.445162544248035,95.24933073409127,25.08971442574052,145.9512335344565,18.330756035155087
Pineapple,48.3566584932891,31.253425271983794,93.09315677009741,26.648022029274152,126.79302379955202,23.355677457986605
Pineapple,55.71337955820492,46.10209653089801,104.58233558883335,24.95165533435369,128.84891939730875,22.179189541824943
Pineapple,43.84204571343799,36.624958545300245,108.51102742592566,26.044972003136444,159.1170035259855,21.741393985969772
Pineapple,46.692559006670905,37.930005733063766,107.16917481944637,27.47268024260899,150.71630894633032,23.20089115645703
Pineapple,46.97720288415159,39.986745837063154,90.85942938632566,23.68953129248277,120.23716344635636,24.055092125818465
Pineapple,42.69831968792561,42.78138678571132,94.19269186006152,27.574966801639246,139.13391578172073,20.561883728272957
Pineapple,46.10615141993935,31.30890422325718,106.38884094162988,24.725689094330093,163.7186200478419,16.965964205632936
Pineapple,42.66927863264954,48.78993095919689,92.41122028578681,22.006318074374377,157.6323468003266,22.41595351191646
Pineapple,40.644685859399004,30.91628875052082,104.1148044246902,26.416030327056088,147.94627390720188,16.53576863793498
Pineapple,44.94856487301854,30.451445661471332,98.8774213294347,27.59883626105695,173.92017476976406,16.722462256640814
Pineapple,47.20266187985546,34.73126930157132,107.58682232371777,25.486871481215125,149.53313840053974,20.387249739136678
Pineapple,48.52535422577556,41.55060818273584,101.93797281875361,24.9690152989131,139.39155667260633,17.10861193414918
Pineapple,47.19264887710199,47.95265269553208,92.73455786170906,23.132905198899387,134.33975296107707,16.401170478328357
Pineapple,45.29422991726439,34.454203101728964,103.14840423337051,25.654439421275438,154.50392365421578,18.442163355029628
Pineapple,44.35372993583369,37.37450938789392,102.96013339210714,26.192723517460863,174.54593817252933,17.23521573593958
Pineapple,45.31177333680984,42.3045265376264,91.93886674954675,27.692291804059145,127.7447302453811,20.66924583524154
Pineapple,54.5351275667445,45.57614905378065,101.20721642543518,23.361440322692435,179.21205998834103,20.705904534531392
Pineapple,49.17127457446121,43.77992314061038,108.73996354583883,22.82772772013303,176.31778742440287,18.319150528699694
Pineapple,58.66726324411965,40.92012782023082,95.4118580057333,25.960864552770914,178.66580014920825,18.248246627620397
Pineapple,41.70314774755132,46.88675566287337,103.95637642638528,24.984564940769985,174.7705416315825,17.874426366888354
Pineapple,46.79248133720034,48.15127975562522,106.60081536800729,22.99413205114988,129.20000869024727,21.37913431022419
Pineapple,49.42329807022276,34.102251642811396,97.23125445665467,27.184694323595266,173.00614149856187,22.832025899673887
Pineapple,56.52949346554517,40.57670680413474,91.59863815725204,24.489837039348902,174.98620568750474,22.626586634052625
Tapioca,36.6447303909534,39.12568627025023,99.0839398829495,29.909535663538247,151.89378579808582,14.164180443160488
Tapioca,30.617067572392127,26.05735390485809,94.6148821066967,32.158759266178514,126.22282957959692,11.191411914270077
Tapioca,44.31402880398666,28.204398815687938,106.2087337217038,29.91761220712346,123.34316533127279,10.482375456912768
Tapioca,30.667960903005717,28.035131032876258,102.95700062899006,29.043987600649857,147.2841511992733,11.235307123140048
Tapioca,47.26900098484196,27.142759359904048,100.63650543274618,31.64084938761518,121.08036866578495,11.900116685445612
Tapioca,46.04720603861716,32.74174119325197,90.75888184153229,30.502014675892177,140.65817762901625,11.486738542813718
Tapioca,39.20088071482084,34.76160840689577,93.58587777691517,28.472475352882288,150.52311508055945,14.34580809463271
Tapioca,49.51989474695621,36.26549573860298,94.78093708723172,29.03710811386216,167.4890726071112,12.545299880367418
Tapioca,44.23968948890548,33.80558777122205,105.45022478029881,27.495047743243223,138.83340791220124,13.379109558988292
Tapioca,39.97660703029098,39.50338652195572,91.44293125882962,28.990899292740917,146.77669653529028,13.215619023201294
Tapioca,40.07047963117307,33.09197227065238,92.5108564283955,30.36397425553194,132.65102253492103,13.341607640880628
Tapioca,40.51326463605692,20.690278186901278,92.887440916317,31.661657004762294,165.92399064218674,10.775164027668879
Tapioca,43.00768680756907,26.92507043650139,95.06916447530284,31.026607324557368,172.48011708495054,9.885733790416975
Tapioca,47.24059889431849,22.893809753305945,90.99151143696889,30.51153851711289,179.13122276466518,11.122309903604389
Tapioca,43.59392118794149,38.464544063076126,95.14615652708262,27.026429609196818,123.94332363324801,10.39636881200147
Tapioca,39.83492455653197,30.6076642662914,96.28538651275969,28.208766436436147,134.44120871764244,10.537189952026374
Tapioca,32.862467500956065,26.65180658424644,108.72346444372073,29.95689422491622,131.64634469836008,10.603692779130158
Tapioca,36.34527049956668,37.91510507325993,90.87704065213323,28.5403009541407,139.35299714172086,12.545651683517486
Tapioca,30.110119517219893,21.993500552338386,92.70490443850085,31.9467668942778,132.25784517331346,10.129312170677943
Tapioca,34.66615685521946,32.239456943192145,90.03458933600592,27.63281117035497,165.62912867439456,11.77552982898077
Tapioca,35.944062311199275,24.52028469052318,95.21260712361068,31.11297113787163,146.75652505909773,11.357393732648926
Tapioca,43.380316033754454,37.52972724060963,94.08131595302096,28.22649294908297,175.34842334311753,13.032212829194929
Tapioca,37.760174528158934,34.84087378234826,102.10604281189937,32.981761743754234,167.2850847213036,11.813705685480402
Tapioca,31.148910221961575,35.072521347868104,90.94297775467024,29.220312419290114,127.84066038182945,11.041134263318707
Tapioca,35.31760737254871,31.22609647581789,105.83199394197607,32.14313456351187,168.03360185148824,13.932966130734874
Tapioca,42.93332327773176,28.740806822440895,91.78715234613178,30.851748557202505,133.941288490399,11.219056328795967
Tapioca,36.23272685606193,22.387369432950777,94.60993453982461,30.87899501596202,178.8434832665074,10.25437412846305
Tapioca,44.10879732616546,33.23546517167802,96.35173480798551,31.42100035192147,129.0194525363261,12.494799565953162
Tapioca,32.82909743020892,32.659591297201544,97.4369418035528,31.237999561058217,156.45817790180578,11.333071836259805
Tapioca,45.90173038861391,35.234661361387865,96.61128242074281,31.030658930888865,133.48385337142224,12.851668649886602
Tapioca,33.720471158059325,20.766050001342357,102.17792472591056,31.6331301998291,133.76229868373326,13.999742296237656
Tapioca,33.744284181530354,29.14443835554918,105.56248424575686,32.58282868733593,136.45438759632128,10.103560050747783
Tapioca,34.871475861537796,20.65884411898976,100.16963975660515,27.90541895969014,141.11347274149864,13.477732627565633
Tapioca,33.43935515214557,26.783039251348246,106.74899172812732,28.101110037258426,151.094937388245,12.593981311405395
Tapioca,44.22846703974251,24.32550348801717,95.4653855105764,28.629475218119463,165.3056734280094,11.31686456977839
Tapioca,34.94388580140318,22.090791246526507,100.1224262931298,29.558174465031534,143.1128953642802,11.295128829831684
Tapioca,45.38759707374026,38.830163270408484,109.89273468600271,27.588023216177227,167.37301854437072,12.001175135873318
Tapioca,33.53008096038668,25.20348940586179,94.66653186432625,30.089717475060656,139.82930628148097,12.359675574589923
Tapioca,37.27605157304718,23.438445725864195,98.01724123726233,29.019673818909762,153.6212281084445,11.904009948756665
Tapioca,45.94854543844389,32.101772231690184,98.12537299311248,27.540722497735878,140.83635182264544,13.331852120022612
Tapioca,33.72728379232333,29.31629864297509,99.87739921496984,31.5813405465887,123.18472773517077,13.038900347085415
Tapioca,49.07149929810594,25.02198216024896,97.01598549678029,27.093914258432342,137.2543157284056,12.394444871837484
